"Ebene";"OE";"Art";"FB";"Menge";"Verfügbar";"Menge Ist";"Ausstattung | Hersteller | Typ";"Sachnummer";"Inventar Nr";"Gerätenr.";"Status"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben, Linsensenk-, Schlitz-, 4,2 x 25 mm";"5305T22143";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben, Sechskant-, 6,3 x 32 mm";"5305T22144";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Blechschrauben, 6 x 25 mm";"5305T22145";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"25";"    Holzschraube, Sechskant,  6 x 100 mm";"5305T22146";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"25";"    Holzschraube, Sechskant, 8 x 120 mm";"5305T22147";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"25";"    Ringschrauben, 12 x 160 mm, 25 mm Ø";"5305T22154";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Gewindestange, M 10, 1000 mm lang, Güte 8,8";"5306T00003";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Gewindestange, M 8, 1000 mm lang, Güte 8,8";"5306T00004";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Gewindestange, M 12, 1000 mm lang, Güte 8,8";"5306T22250";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Sechskantmuttern M 10, DIN 985 selbstsichernd, Güte 8,8";"5310T00003";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Sechskantmuttern M 12, DIN 985, selbstsichernd, Güte 8,8";"5310T00004";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Sechskantmuttern M 8, DIN 985, selbstsichernd, Güte 8,8";"5310T00005";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"20";"    Sechskantmuttern M 10, Güte 8,8";"5310T22166";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"20";"    Sechskantmuttern M 12, Güte 8,8";"5310T22167";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"20";"    Sechskantmuttern M 8, Güte 8,8";"5310T22172";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"40";"    Unterleg-Scheiben 10,5";"5310T22183";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Unterleg-Scheiben 13";"5310T22184";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"40";"    Unterleg-Scheiben 8,4";"5310T22189";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Allzweckdübel, Nylon,  12 x 60 mm";"5315T22190";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Allzweckdübel, Nylon,  10 x 50 mm";"5315T22193";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Allzweckdübel, Nylon,  5 x 25 mm";"5315T22194";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Allzweckdübel, Nylon,  6 x 30 mm";"5315T22195";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Allzweckdübel, Nylon,  8 x 40 mm";"5315T22196";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Hochleistungsanker, 12 mm Ø";"5315T22197";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Hochleistungsanker, 14 mm Ø";"5315T22198";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Nägel und Nagelverbinder (SE)";"5315T22031";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Nägel und Nagelverbinder (SE)";"5315T22031";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Kammnagel, Stahl, verzinkt, 3,1 x 40 mm";"5315T22199";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Kammnagel, Stahl, verzinkt, 4,2 x 80 mm";"5315T22200";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Nagel, rund, Senkkopf, verzinkt, 3,1 x 65 mm";"5315T22201";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Nagel, rund, Senkkopf, verzinkt, 3,1 x 80 mm";"5315T22202";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Nagel, rund, Senkkopf, verzinkt, 3,8 x 100 mm";"5315T22203";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Nagel, rund, Senkkopf, verzinkt, 4,6 x 130 mm";"5315T22204";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Nagel, rund, Senkkopf, verzinkt, 5,5 x 160 mm";"5315T22205";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Nagel, rund, Senkkopf, verzinkt, 7 x 210 mm";"5315T22206";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stahlnagel, 3,5 x 45 mm, Linsenkopf, verzinkt";"5315T22213";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stahlnagel, 4,5 x 55 mm, Tiefversenkkopf";"5315T22214";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Stahlnagel, 4,5 x 75 mm, Tiefversenkkopf";"5315T22215";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Lochblech (Nagelverbinder), Winkel 90°, 100x100x3 mm";"5325T22219";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Lochblech (Nagelverbinder), gerade, 100x200x2 mm";"5325T22220";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Spindelstützen I (SE)";"5440T00012";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Spindelstützen I (SE)";"5440T00012";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Spindelschlüssel HV";"5180T00048";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Kanalstrebe 0,50 m  - 0,80 m";"5440T00013";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Kanalstrebe 0,80 m  - 1,10 m";"5440T00014";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Kanalstrebe 1,10 m  - 1,40 m";"5440T00015";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Kanalstrebe 1,40 m  - 1,70 m";"5440T00016";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Spindelstütze HV 1,70 m  - 3,05 m";"5440T00017";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Aufstockklammer für Spindelstütze";"5440T00018";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"16";"    Halbkupplung für Spindelstütze";"5440T00019";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Bohle aus Nadelholz; 2000x220x50 mm;";"5510T22273";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Konstruktionsvollholz aus Nadelholz; 2000x120x160mm;";"5510T22285";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Keil, Hartholz, 400 x 80 mm";"5510T22286";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Unterlegplatte, Hartholz, 200 x 200 x 100 mm";"5510T22311";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"2";"    Unterlegplatte, Hartholz/Metall, 200 x 200 x 40 mm";"5510T22312";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Leitern, Zusammenstellung I (SE)";"5440T22032";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Leitern, Zusammenstellung I (SE)";"5440T22032";"0758-S000319";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Kombinationsleiter, 3-teilig, aus Leichtmetall | NN | NN (s. Beschreibung)";"5440T22261";"0510-007301";"";"V"
3;"";"Satz";"";"1";"1";"";"    Leiter, Feuerwehr, verlängerbar (SE)";"5440T22266";"0758-S000320";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Leiter, Feuerwehr, A-Teil (Unterteil)";"5440T22262";"0758-000321";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Leiter, Feuerwehr, B-Teil (Oberteil)";"5440T22263";"0758-000322";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Leiter, Feuerwehr, B-Teil (Oberteil)";"5440T22263";"0758-000323";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Leiter, Feuerwehr, B-Teil (Oberteil)";"5440T22263";"0758-000441";"";"V"
4;"";"Teil";"";"1";"1";"";"      Leiter, Feuerwehr, Z-Teil (Einsteckteil) | NN | NN (s. Beschreibung)";"5440T22264";"0510-006622";"";"V"
1;"";"Pos";"";"1";"1";"";"Ankerstab; Bausatz  (SE)";"5440T22900";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Ankerstab; Bausatz  (SE)";"5440T22900";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Doppel-Steckschlüssel, B 27 x 30";"5120T22670";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"12";"    Sechskantmutter, ND 15mm (SW 30); 50mm lg für Ankerstab";"5305T22901";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"6";"    Verbindungsmuffe, ND 15mm (SW 30); 100mm lg für Ankerstab";"5305T22902";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"30";"    Flanschmutter, dreiflügelig; ND 15mm (SW 27); 70mm lg für Ankerstab";"5305T22903";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"10";"    Ankerstab, 15 mm Nenndurchmesser; 75 cm lang";"5306T22901";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"9";"    Ankerstab, 15 mm Nenndurchmesser; 150 cm lang";"5306T22902";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"4";"    Ankerstab, 15 mm Nenndurchmesser; 300 cm lang";"5306T22903";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"5";"    Unterlagsplatte; geprägt; 14 x 10 cm ; Bohrung mittig 18mmD";"5310T22901";"---------------";"--------------------";"F"
3;"";"Gwm";"";"0 ";"0";"3";"    Beton/Felsanker für Bohrloch 34-36mmD; 100mm lg";"5315T22901";"---------------";"--------------------";"F"
1;"";"Pos";"";"1";"1";"";"Bauklammern, Bindedraht (SE)";"5680T22033";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Bauklammern, Bindedraht (SE)";"5680T22033";"0758-S000176";" ";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Drillgerät für Betonbindedraht";"5120T22681";"---------------";"--------------------";"V"
3;"";"Gwm";"";"10 ";"10";"10";"    Bauklammern rund, 300 mm lg, 16 mm Ø";"5680T22313";"---------------";"--------------------";"V"
3;"";"Gwm";"";"10 ";"10";"10";"    Bauklammern, rechteckig, 300 mm lg";"5680T22314";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Betonbindedraht, 1,2 mm Ø, 100 mm lg";"9505T22817";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Betonbindedraht, 1,2 mm Ø, 160 mm lg";"9505T22818";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Stahldraht, 1,4 mm Ø";"9505T22819";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Stahldraht, 3,15 mm Ø";"9505T22820";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Bandstahl, gelocht mit 5 mm Ø";"9510T22821";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Sprechfunkgerätesatz, digital, HRT (SE)";"5820T00003";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Sprechfunkgerätesatz, digital, HRT (SE)";"5820T00003";"0001-S300467";"";"V"
3;"";"Teil";"";"1";"1";"";"    Funkgerät, HRT | MOTOROLA | MTP850";"5820T00013";"0001-244602";"890TMA6372";"V"
3;"";"Teil";"";"1";"1";"";"    Tischladestation 230V; für FuG MTP 850 + Akku | MOTOROLA | FTN6575A + WALN4092 A";"6130T00029";"0001-300468";"";"V"
3;"";"Teil";"";"1";"1";"";"    BOS Sicherheitskarte | BDBOS | E,v4.00";"7025T00031";"0001-281626";"400318411";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Handbedienteil für MTP850FuG";"5820T00018";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Gürtelclip 2.5"" für MTP850FuG";"5895T00026";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Antenne, Handsprechfunkgerät MTP850FuG, incl. GPS";"5985T00003";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Akku für MTP850FuG";"6140T00009";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Bedienungsanleitung für MTP850FuG";"7690T00002";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Sprechfunkgerätesatz 4 m-Band, FuG 8b-1 mit Handapparat (SE)";"5820T00026";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Sprechfunkgerätesatz 4 m-Band, FuG 8b-1 mit Handapparat (SE)";"5820T00026";"0758-S000177";" ";"V"
3;"";"Satz";"";"1";"1";"";"    Funkgerät FuG 8b-1 (SE)";"5820T00322";"0758-S000178";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Sende-Empfangsgerät FuG 8b-1 | STORNO | FuG 8b";"5820T00320";"0758-000180";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Bediengerät für FuG 8b-1 mit 2 Buchsen | NN | N.N";"5820T00321";"0758-000179";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Funkgerätehalterung für FuG 8b-1 voll steckbar";"2540T00174";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Handapparatehalterung für FuG 8b-1";"2540T00173";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Handapparat mit Anschlussschnur und Stecker";"5805T00315";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Funkgerätesatz, digital, MRT Abgesetzt (SE)";"5820T00033";"";"";"V"
2;"";"Satz";"";"1";"0";"";"  Funkgerätesatz, digital, MRT Abgesetzt (SE)";"5820T00033";"";"";"F"
3;"";"Satz";"";"1";"0";"";"    Funkgerät, MRT, Abgesetzte Version (SE)";"5820T00031";"";"";"F"
4;"";"Teil";"";"1";"0";"";"      Funkgerät, MRT, S/E-Einheit";"5820T00019";"";"";"F"
4;"";"Teil";"";"1";"0";"";"      Bedienteil, MRT";"5820T00020";"";"";"F"
3;"";"Teil";"";"1";"0";"";"    BOS Sicherheitskarte";"7025T00031";"";"";"F"
3;"";"Gwm";"";"0 ";"0";"1";"    Bedienungsanleitung, Kurz, Digitalfunk (MTM 800 FuG)";"7690T00003";"---------------";"--------------------";"F"
1;"";"Pos";"";"5";"5";"";"Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"0510-S003419";"";"V"
3;"";"Teil";"";"1";"1";"";"    Funkmeldeempfänger digital | HURRICANE VOICE | DV 500/16";"5820T10001";"0510-003437";"C 200704.03482";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehör Funkmeldeempfänger (SE)";"5820T60003";"0510-S003438";"";"V"
4;"";"Teil";"";"1";"1";"";"      Heimzusatz FME | SWISSPHONE | AA 329";"6130T60002";"0510-003439";"";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Antenne, Feststationsantenne FME/DME";"5985T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Akku Funkmeldeempfänger";"6140T60367";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung FME";"7610T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung Heimzusatz FME";"7610T60002";"---------------";"--------------------";"V"
2;"";"Satz";"";"1";"1";"";"  Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"0510-S006844";"";"V"
3;"";"Teil";"";"1";"1";"";"    Funkmeldeempfänger digital | SWISSPHONE | BOSS 925";"5820T10001";"0510-006726";"C201105.01257";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehör Funkmeldeempfänger (SE)";"5820T60003";"0510-S006845";"";"V"
4;"";"Teil";"";"1";"1";"";"      Heimzusatz FME | SWISSPHONE | LGRA Expert";"6130T60002";"0510-006727";"";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Antenne, Feststationsantenne FME/DME";"5985T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Akku Funkmeldeempfänger";"6140T60367";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung FME";"7610T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung Heimzusatz FME";"7610T60002";"---------------";"--------------------";"V"
2;"";"Satz";"";"1";"1";"";"  Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"0510-S006852";"";"V"
3;"";"Teil";"";"1";"1";"";"    Funkmeldeempfänger digital | SWISSPHONE | BOSS 925";"5820T10001";"0510-006734";"C201105.01261";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehör Funkmeldeempfänger (SE)";"5820T60003";"0510-S006853";"";"V"
4;"";"Teil";"";"1";"1";"";"      Heimzusatz FME | SWISSPHONE | LGRA Expert";"6130T60002";"0510-006735";"";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Antenne, Feststationsantenne FME/DME";"5985T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Akku Funkmeldeempfänger";"6140T60367";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung FME";"7610T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung Heimzusatz FME";"7610T60002";"---------------";"--------------------";"V"
2;"";"Satz";"";"1";"1";"";"  Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"0758-S000114";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Funkmeldeempfänger digital | HURRICANE VOICE | DV 500/16";"5820T10001";"0758-000115";"C 200517.05287";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehör Funkmeldeempfänger (SE)";"5820T60003";"0758-S000116";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Heimzusatz FME | SWISSPHONE | AA 329";"6130T60002";"0758-000288";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Antenne, Feststationsantenne FME/DME";"5985T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Akku Funkmeldeempfänger";"6140T60367";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung FME";"7610T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung Heimzusatz FME";"7610T60002";"---------------";"--------------------";"V"
2;"";"Satz";"";"1";"1";"";"  Funkmeldeempfänger (DME) digital (SE)";"5820T60001";"0758-S000120";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Funkmeldeempfänger digital | HURRICANE VOICE | DV 500/16";"5820T10001";"0758-000121";"C 200517.05285";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehör Funkmeldeempfänger (SE)";"5820T60003";"0758-S000122";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Heimzusatz FME | SWISSPHONE | AA 329";"6130T60002";"0758-000290";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Antenne, Feststationsantenne FME/DME";"5985T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Akku Funkmeldeempfänger";"6140T60367";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung FME";"7610T60001";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung Heimzusatz FME";"7610T60002";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Stromerzeuger 8 kVA, 230/400 V (SE)";"6115T33020";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Stromerzeuger 8 kVA, 230/400 V (SE)";"6115T33020";"0510-S004479";"";"V"
3;"";"Satz";"";"1";"1";"";"    Zubehörsatz Stromerzeuger I (SE)";"6115T22236";"0510-S004480";"";"V"
4;"";"Satz";"";"1";"1";"";"      Zubehörsatz Stromerzeuger (I/II) (SE)";"6115T22238";"0510-S004481";"";"V"
5;"";"Gwm";"";"2 ";"2";"2";"        Zündkerze";"2920T22217";"---------------";"--------------------";"V"
5;"";"Gwm";"";"1 ";"1";"1";"        Abgasschlauch, flexibel, 1,5 m lang";"4720T22502";"---------------";"--------------------";"V"
5;"";"Gwm";"";"1 ";"1";"1";"        Zündkerzenschlüssel";"5120T22914";"---------------";"--------------------";"V"
5;"";"Gwm";"";"1 ";"1";"1";"        Einheitskanister, Kraftstoff";"7240T22550";"---------------";"--------------------";"V"
5;"";"Gwm";"";"1 ";"1";"1";"        Bedienungsanleitung Stromerzeuger";"7610T22636";"---------------";"--------------------";"V"
5;"";"Gwm";"";"1 ";"1";"1";"        Werkzeugtasche für Bordwerkzeug";"8105T22702";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Kanisterabzapfverschluß";"7240T22552";"---------------";"--------------------";"V"
3;"";"Teil";"";"1";"1";"";"    Stromerzeuger 8 kVA, 230/400 V | EISEMANN | BSKA 8 BMI(082505)";"6115T22360";"0510-004476";"";"V"
1;"";"Pos";"";"1";"1";"";"Energieverteilersatz 16 A (SE)";"6150T22037";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Energieverteilersatz 16 A (SE)";"6150T22037";"0758-S000085";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Leitungsroller 50m, H07RN-F5G2,5  400V/16A | DÖNGES | 6150T-22137 TR";"6150T22137";"0510-007138";"";"V"
3;"";"Teil";"";"1";"1";"";"    Leitungsroller 50m, H07RN-F3G2,5   230V/16A | MENNEKES | NN";"6150T22337";"0001-045629";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Dreifachabzweigstück 1,5m ,H07RN-F3G2,5  230V/16A | MENNEKES | Delta-Box";"6150T22437";"0510-007663";"";"V"
3;"";"Teil";"";"1";"1";"";"    Dreifachabzweigstück 1,5m ,H07RN-F3G2,5  230V/16A | NN | NN (s. Beschreibung)";"6150T22437";"0510-004859";"";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung 10m, H07RN-F3G2,5  230V/16A";"6150T22537";"0758-000185";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung 10m, H07RN-F3G2,5  230V/16A";"6150T22537";"0758-000186";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung 10m, H07RN-F3G2,5  230V/16A";"6150T22537";"0758-000184";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung 10m, H07RN-F3G2,5  230V/16A";"6150T22537";"0758-000183";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung  5m, H07RN-F3G2,5  230V/16A Schuko";"6150T22637";"0758-000188";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verbindungsleitung  5m, H07RN-F3G2,5  230V/16A Schuko";"6150T22637";"0758-000187";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Leitungsroller 25 m, H07RN-F3G2,5  230V16A | SCHÜLKE | NN (s. Beschreibung)";"6150T23433";"0001-047606";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Leitungsroller 25 m, H07RN-F3G2,5  230V16A | SCHÜLKE | NN (s. Beschreibung)";"6150T23433";"0001-047605";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Leitungsroller 25 m, H07RN-F3G2,5  230V16A | SCHÜLKE | NN (s. Beschreibung)";"6150T23433";"0001-047604";" ";"V"
1;"";"Pos";"";"1";"1";"";"Flutlichtleuchtensatz 1.000 W (SE)";"6230T22038";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Flutlichtleuchtensatz 1.000 W (SE)";"6230T22038";"0758-S000088";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Flutlicht-Scheinwerfer mit Halogenlampe 1.000 Watt";"6230T22400";"0758-000086";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Flutlicht-Scheinwerfer mit Halogenlampe 1.000 Watt";"6230T22400";"0510-004627";"";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Scheinwerferbrücke 2-fach";"2510T23150";"---------------";"--------------------";"V"
3;"";"Gwm";"";"6 ";"6";"6";"    Abspannseil für Teleskop-Stativ";"6230T22397";"---------------";"--------------------";"V"
3;"";"Gwm";"";"6 ";"6";"6";"    Erdanker";"6230T22398";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Teleskop-Dreibeinstativ, bis 5 m ausziehbar";"6230T22410";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Halogenlampe 1.000 Watt mit Sockel";"6240T22419";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Leuchtensatz I (SE)";"6230T22039";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Leuchtensatz I (SE)";"6230T22039";"0758-S000005";" ";"V"
3;"";"Teil";"";"1";"0";"";"    Ladegerät 12 V / 3 A mit FW-Stecker;";"6130T22399";"";"";"F"
3;"";"Satz";"";"1";"1";"";"    Handweitleuchte (SE)";"6230T11040";"0510-S002517";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Ladehalterung für Handweitleuchte";"6230T11402";"0510-002451";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Handweitleuchte";"6230T11403";"0510-002452";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Vorsatzscheiben, verschiedene Farben";"6230T11401";"---------------";"--------------------";"V"
3;"";"Satz";"";"1";"1";"";"    Handweitleuchte (SE)";"6230T11040";"0510-S002518";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Ladehalterung für Handweitleuchte";"6230T11402";"0510-002453";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Handweitleuchte";"6230T11403";"0510-002454";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Vorsatzscheiben, verschiedene Farben";"6230T11401";"---------------";"--------------------";"V"
3;"";"Teil";"";"1";"1";"";"    Arbeitsleuchte, Batteriebetrieb 12 V | LEHMANN | Akku-Halogenstrahler Baby L";"6230T22399";"0052-005083";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Arbeitsleuchte, Batteriebetrieb 12 V | LEHMANN | Akku-Halogenstrahler Baby L";"6230T22399";"0052-005082";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Leuchtstoffhandleuchte, 230 V";"6230T22409";"0758-000190";" ";"V"
